id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22653093,Bright Remodeled Studio in Downtown - VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78497,-122.41447,Entire home/apt,73,30,7,2024-06-29,0.09,80,175,1,
22676805,Haight-Ashbury Studio apt#7 Wi-Fi. kitchen .W/D,110078968,Ahmed,,Haight Ashbury,37.77096,-122.44402,Entire home/apt,57,30,20,2024-08-03,0.27,7,149,5,
22694237,79aa SFSU/Parkside cozy studio w/private ba/entry,131200418,Lois,,Parkside,37.74263,-122.47576,Private room,61,30,6,2023-12-02,0.18,20,328,0,
22702846,Bright Downtown Studio w/ the Comforts of Home!,4430421,Landmark,,Downtown/Civic Center,37.78424,-122.41621,Entire home/apt,77,30,3,2024-08-24,0.04,80,177,1,
22704895,Cozy Private Master Suite & Bath + Parking,99664272,Monita,,Outer Mission,37.71417,-122.45035,Private room,80,30,2,2018-08-12,0.02,4,173,0,
22705767,"Quiet, private sanctuary in great Mission 'hood!",9130610,Mark,,Mission,37.75897,-122.40933,Private room,,4,42,2020-03-05,0.50,2,0,0,STR-0004894
22706971,Bay View!,1583279,Jordan,,Financial District,37.79431,-122.39303,Entire home/apt,,31,0,,,1,0,0,
22715454,Great Family Get Away by Ocean Beach,167574089,Aileen,,Outer Sunset,37.76118,-122.50104,Entire home/apt,215,2,135,2024-11-11,1.61,1,123,40,STR-0006002
22718099,Alice & Michael's Airbnb 1-Bedroom Suite,167608343,Alice,,Outer Sunset,37.75865,-122.49756,Entire home/apt,138,3,277,2024-10-15,3.31,1,320,36,STR-0002757
22737945,"Garden side Bedroom, Russian Hill San Francisco!",158369175,Ejlam,,Marina,37.80093,-122.4248,Private room,69,30,6,2024-09-01,0.08,6,365,1,
22738026,"Classic Bedroom in Russian Hill, San Francisco",158369175,Ejlam,,Russian Hill,37.80126,-122.42316,Private room,69,30,14,2024-10-01,0.18,6,322,2,
22764131,Castro / Corona Heights Charmer with a View (3 bd),163243187,Bryan,,Castro/Upper Market,37.76182,-122.44351,Entire home/apt,530,30,99,2024-11-04,1.21,2,332,2,2022-007071STR
22768632,"New, modern and private Cole Valley Jr 1 bed",40963718,Blythe,,Haight Ashbury,37.76575,-122.44912,Entire home/apt,100,30,26,2024-08-24,0.38,1,154,3,
22773184,Charming Remodeled Top Floor Studio w/ VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78605,-122.41613,Entire home/apt,78,30,1,2024-07-03,0.19,80,177,1,
22792806,Serene Studio in Great Location,1892430,Jan,,Pacific Heights,37.79085,-122.43529,Entire home/apt,95,30,4,2022-07-31,0.05,18,365,0,
22800066,Charming Edwardian Castro District 1BR Apartment,51158145,Heidi,,Castro/Upper Market,37.75961,-122.43203,Entire home/apt,146,30,35,2024-10-17,0.44,1,202,8,
22815676,Charming 1x1 in Hip Mission/Dolores!,4430421,Landmark,,Mission,37.75592,-122.42384,Entire home/apt,100,30,1,2021-07-31,0.02,80,177,0,
22826843,"New Mattress,Golden Gate Park,FastWiFi,Location10",16545847,Victor,,Inner Richmond,37.78411,-122.46404,Private room,,1,87,2024-10-14,1.15,2,0,12,STR-0005568
22864701,GREAT LOCAL! Dolores Park NEWLY REMODEL'D & FURN'D,12008316,Ettore,,Mission,37.7582,-122.42306,Entire home/apt,100,30,5,2024-04-06,0.17,1,341,1,
22903941,Italianate Victorian 2 BR + Office & Den Nob Hill,13832870,International,,Nob Hill,37.793,-122.41656,Entire home/apt,245,30,4,2024-08-10,0.06,22,364,1,
22944965,NOPA Victorian Apartment 2BED/2BATH,38836,Bernat,,Haight Ashbury,37.77396,-122.43931,Entire home/apt,153,30,16,2024-11-01,0.20,19,294,3,
22953350,Sunny Mediterranean in Noe Valley,6295982,Michelle,,Noe Valley,37.75497,-122.42713,Entire home/apt,148,31,58,2024-11-05,0.70,1,90,5,1080655
22970151,Artistic 1BR Apartment in Beautiful Russian Hill,168622682,Ceri,,Russian Hill,37.79857,-122.42207,Entire home/apt,95,30,42,2024-11-08,0.50,1,149,3,City Registration Pending (BAN: 1082749﻿)
22981152,Convenient light-filled apartment with view,3676663,Catherine Marie,,Bernal Heights,37.74043,-122.41977,Entire home/apt,150,30,1,2018-06-28,0.01,2,358,0,
23004935,Red Victorian - Private room -  Rainbow Room,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Hotel room,,1,69,2020-03-08,0.83,43,0,0,1003249
23020140,San Francisco Boutique Hotel -Sleeps 4,64646820,Michelle,,Downtown/Civic Center,37.7784,-122.42301,Private room,,3,23,2020-02-26,0.28,36,0,0,License not needed per OSTR
23025299,"【A】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71142,-122.45008,Private room,85,2,272,2024-09-22,3.29,2,345,12,STR-0002897
23027174,Charming 1-Bedroom Lower Pacific Height Fillmore,146450,Yajun,,Western Addition,37.78168487548828,-122.43801879882812,Entire home/apt,88,30,2,2024-08-11,0.14,1,269,1,
23087617,4BR/2BA Remodeled Home in the Heart of The Castro!,2711732,Keith,,Castro/Upper Market,37.76049,-122.43395,Entire home/apt,920,2,9,2024-09-19,0.12,4,353,2,2023-006406STR
23095049,Remodeled Master Suite in the Heart of The Castro,2711732,Keith,,Castro/Upper Market,37.75983,-122.43429,Private room,150,1,98,2024-06-24,1.18,4,349,3,2023-006406STR
23106655,Potrero Hill Sunset Retreat,170427853,Al,,Potrero Hill,37.75427,-122.39966,Entire home/apt,139,30,32,2024-08-10,0.39,1,288,2,City registration pending
23121061,Large & Bright Room in the Heart of The Castro,2711732,Keith,,Castro/Upper Market,37.76011,-122.4346,Private room,104,1,115,2024-10-29,1.39,4,354,11,2023-006406STR
23147212,Beautiful Room in Outer Richmond!,56398946,Marcia,,Outer Richmond,37.77784,-122.50269,Private room,75,1,255,2024-10-27,3.13,2,357,39,STR-0005150
23147423,Designer Single Family Home,172003832,Sylvia,,Glen Park,37.73456,-122.43192,Entire home/apt,,30,1,2021-07-03,0.02,1,0,0,
23147806,Roaring 20’s original  (1917 Classic SF home),172043251,Peter,,Noe Valley,37.74792,-122.42572,Private room,,1,59,2024-04-21,0.74,3,0,1,2022-006421STR
23150717,Live like you own Church street in SF,100672984,Roberto,,Castro/Upper Market,37.76249,-122.42926,Entire home/apt,180,2,249,2024-11-15,3.03,3,112,36,2023-008908STR
23193998,Chic Hayes Valley Apartment,5710128,Kate,,Western Addition,37.77608,-122.4257,Entire home/apt,,30,2,2024-10-06,0.34,1,0,2,
23204343,Private Windsor Terrace Guest Suite,172548751,Alex,,Inner Sunset,37.75841,-122.46508,Private room,65,30,7,2024-10-31,0.09,1,179,2,
23207199,A  Beautiful  Ocean View Staycation,26903690,Denise,,Ocean View,37.70844,-122.4634,Entire home/apt,125,3,62,2024-11-06,0.76,1,84,9,
23209264,Cozy and Private 1/BR Guest Suite With Views!,23741447,Linda,,Bayview,37.73304,-122.38619,Entire home/apt,90,1,453,2024-11-12,5.51,2,38,62,STR-0003198
23217998,Business Ready in the Heart of The Castro * W/D,2711732,Keith,,Castro/Upper Market,37.76078,-122.43386,Private room,89,1,137,2024-10-16,1.66,4,358,6,2023-006406STR
23230950,Stunningly Elegant Victorian,4152894,Gena And Jon,,Haight Ashbury,37.7697,-122.44315,Private room,211,30,31,2024-09-19,0.38,1,179,1,STR-0003949
23240184,"【B】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71285,-122.45034,Private room,94,2,228,2024-11-09,2.77,2,365,10,STR-0002897
23303083,"Artist's Edwardian flat: shops, restaurants, parks",3138116,Jay & Kevin,,Castro/Upper Market,37.76531,-122.42814,Entire home/apt,229,5,34,2024-10-15,0.43,2,33,4,STR-0003561
23313532,Comfy Private Room-Bath[1],159540074,Hewett,,Crocker Amazon,37.71287,-122.44248,Private room,79,30,20,2024-08-13,0.24,6,365,1,3720764145
23314035,Quiet Private Room with bath [3],159540074,Hewett,,Crocker Amazon,37.71264,-122.44422,Private room,82,30,25,2023-10-29,0.30,6,365,0,3720764145
23314308,Cozy Private Room with bath [4],159540074,Hewett,,Crocker Amazon,37.71109,-122.44412,Private room,82,30,12,2023-08-06,0.15,6,365,0,3720764145
23326108,Charming Studio w/ Views near FIDI/Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78474,-122.41633,Entire home/apt,88,30,2,2022-07-31,0.03,80,177,0,
23353721,"2 bedroom + Den, 2 bath, Parking, In Unit Laundry.",137980,Jack,,Castro/Upper Market,37.76007843017578,-122.43843841552734,Entire home/apt,175,30,22,2024-11-24,0.28,3,365,4,
23354077,Dolores Park Suite,39759525,Maria,,Castro/Upper Market,37.75722,-122.43185,Entire home/apt,126,2,354,2024-11-18,4.32,3,156,42,STR-0003587
23359001,"Smart Nob Hill Condo by FiDi, Union Sq, CPMC",988375,Jennifer,,Nob Hill,37.79007,-122.41083,Entire home/apt,125,30,6,2024-08-03,0.09,17,28,1,
23359552,Roaring 20s original (1917 Classic SF home),172043251,Peter,,Noe Valley,37.74668,-122.42484,Private room,,1,68,2022-09-13,0.85,3,0,0,2022-006421STR
23371451,Explore Golden Gate Park at a Mid-century Guest Suite,18351762,Ashley,,Outer Sunset,37.75947,-122.50559,Entire home/apt,145,30,82,2024-04-10,1.06,1,155,2,STR-0002767
23373781,CONVENIENTLY LOCATED IN THE HEART OF SAN FRANCISCO,174218347,Ellis,,Inner Richmond,37.78582,-122.46653,Entire home/apt,274,30,3,2024-10-05,0.10,1,327,2,
23431731,"New Remodeled 1 Bed/1 Bath Private, Quiet Retreat",16595319,Ryan,,Outer Sunset,37.76256,-122.49964,Entire home/apt,116,50,16,2024-05-31,0.20,1,103,1,
23432664,Pretty Edwardian Flat in Noe Valley,11259636,Malcolm,,Noe Valley,37.7509,-122.43529,Entire home/apt,159,30,9,2024-12-01,0.13,1,288,2,
23453660,(929 #C) Private bedroom + shared bathroom,46519368,Kenny,,Chinatown,37.79596,-122.40953,Private room,63,365,10,2022-04-02,0.13,8,365,0,
23453808,Sunny Suite One Block from Golden Gate Park,174981520,Earl,,Inner Richmond,37.77459,-122.46735,Private room,89,2,148,2024-11-14,1.90,3,356,18,STR-0004946
23470169,"Arts & Crafts Home, Ocean & Marin Views, 3-6 mos",77013822,Carol,,Inner Sunset,37.75878,-122.4758,Entire home/apt,167,60,0,,,1,365,0,
23470327,"Blocks from the beach, steps from the park",832651,Beatrice,,Lakeshore,37.73539,-122.48234,Entire home/apt,165,1,61,2024-12-02,2.04,1,307,21,STR-0005192
23504233,*Charming Ashbury Hghts/Cole Valley Garden Studio,147265814,Courtney,,Haight Ashbury,37.76645,-122.44487,Entire home/apt,81,30,32,2024-07-03,0.40,2,134,3,
23505904,Charming Mission 2x1 w/ Modern Touches!,4430421,Landmark,,Mission,37.75418,-122.42412,Entire home/apt,118,30,2,2022-08-07,0.05,80,177,0,
23544397,Modern Room with Private Bathroom + Balcony,145405692,Helen,,Lakeshore,37.73495,-122.47357,Private room,145,1,66,2024-09-29,0.80,2,10,12,City registration pending
23550791,Private Bedroom/bathroom with private entrance!,175969733,Sat,,Crocker Amazon,37.71263,-122.44408,Private room,63,2,219,2024-11-18,2.68,4,36,39,STR-0004368
23567834,Modern 1 Bedroom Garden Suite - Lovely & Bright,135551998,Terry,,Western Addition,37.77005,-122.43366,Entire home/apt,174,2,429,2024-12-01,5.22,1,210,64,STR-0002722
23568246,Private suite in Noe Valley,141784,Brad,,Glen Park,37.74034,-122.42972,Entire home/apt,145,2,246,2024-12-01,3.05,1,67,30,STR-0003135
23581401,"Private Bedroom/bathroom w/ own entrance, Suite C",175969733,Sat,,Crocker Amazon,37.71201,-122.44419,Private room,68,2,19,2024-06-06,0.23,4,8,3,STR-0004368
23582186,Convenient Studio Next to Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.78567,-122.41154,Entire home/apt,80,30,1,2022-08-26,0.04,80,180,0,
23599466,A Great Hotel Style Suite in Union Square,70722023,Michael,,Nob Hill,37.79128,-122.40953,Entire home/apt,60,2,48,2024-09-20,0.59,75,9,3,License not needed per OSTR
23609645,"Master bedroom in Noe house w deck, garden, views",7557651,Maya,,Noe Valley,37.7493,-122.44262,Private room,89,1,51,2024-11-10,0.62,1,52,11,1139304
23615779,"Entire First Floor, 500M Wi-Fi, Passcode CheckIn",23900667,X,,Ocean View,37.709,-122.466,Entire home/apt,33,1,332,2024-11-12,4.06,1,12,40,
23650448,brand new built condo,40308957,Aj,,South of Market,37.77468,-122.412,Private room,100,30,1,2021-08-31,0.03,1,365,0,
23665283,Historic Mission Studio w/ Modern Touches,4430421,Landmark,,Mission,37.75469,-122.42467,Entire home/apt,92,30,2,2024-07-15,0.05,80,167,1,
23672181,Cozy Room w/Private Bath in Heart of Mission,6378008,Andrea,,Mission,37.75685,-122.42087,Private room,94,2,277,2024-11-19,3.52,1,31,44,STR-0002892
23681212,Fantastic Location in San Francisco Union Square,64646820,Michelle,,Downtown/Civic Center,37.78887,-122.41095,Private room,,3,53,2020-02-14,0.65,36,0,0,License not needed per OSTR
23681672,Sweet One storey Single Family House,47100471,Remi,,Western Addition,37.78492,-122.44675,Private room,313,30,3,2018-07-10,0.04,2,364,0,STR1073015
23683696,Private 1-Bedroom Apt in Mission District,153797883,Phyllis,,Mission,37.76486,-122.42205,Entire home/apt,109,60,101,2024-08-31,1.24,3,265,3,STR-0002422
23684260,"All yours, a loved home in Bernal.",24053387,Annelise,,Bernal Heights,37.74631,-122.4166,Entire home/apt,,30,9,2020-01-03,0.12,1,0,0,STR-0003962
23684875,Fantastic Location union square close to all,64646820,Michelle,,Downtown/Civic Center,37.78694,-122.41133,Private room,,1,16,2019-03-28,0.20,36,0,0,License not needed per OSTR
23685499,"Renovated Victorian Hayes Valley, City Hall, Opera",64646820,Michelle,,Downtown/Civic Center,37.77811,-122.42281,Private room,,2,14,2020-02-28,0.17,36,0,0,License not needed per OSTR
23685560,Charming Garden Suite in Bernal Heights,177394339,Laily&Tracey,,Bernal Heights,37.74431,-122.40734,Entire home/apt,195,3,155,2024-11-30,1.92,1,168,12,STR-0003179
23686129,Stay in Union Square. Close to all-Free Wifi,64646820,Michelle,,Downtown/Civic Center,37.78818,-122.41089,Private room,,1,30,2019-03-29,0.37,36,0,0,License not needed per OSTR
23686364,Hayes Valley Location-Civic Center-Boutique Hotel,64646820,Michelle,,Western Addition,37.77781,-122.42346,Private room,208,3,33,2022-05-05,0.40,36,19,0,License not needed per OSTR
23699151,Prime Location in Union Square-Close to all,64646820,Michelle,,Downtown/Civic Center,37.78756,-122.40936,Private room,,1,16,2019-03-23,0.20,36,0,0,License not needed per OSTR
23700802,Entire SF Flat near Golden Gate Park & Ocean Beach,177152067,Irene,,Outer Sunset,37.76299,-122.49784,Entire home/apt,,1,75,2024-10-07,0.94,1,0,18,STR-0005064
23714398,Art-filled Victorian Flat w/French Chef’s Kitchen,26383,Gregory And Michèle,,Haight Ashbury,37.76799,-122.44947,Entire home/apt,724,3,77,2024-10-26,1.00,1,273,10,STR-0003706
23732691,Sunshine Room sleeps 4,145405692,Helen,,Lakeshore,37.73439,-122.47439,Private room,140,1,108,2024-10-06,1.32,2,70,7,STR-0003189
23746795,Great Private Studio- Donatello Hotel-Union Square,64646820,Michelle,,Downtown/Civic Center,37.78701,-122.4095,Private room,,2,25,2022-09-20,0.31,36,0,0,License not needed per OSTR
23751274,Gorgeous & Airy Apartment in the Heart of the Mission,178126462,Aisling,,Mission,37.74885,-122.42053,Entire home/apt,135,30,74,2024-10-06,0.96,1,147,5,City registration pending
23763871,Petite Room - Queen Bed,160591574,Monte,,Western Addition,37.78623580932617,-122.44647216796875,Private room,288,1,23,2024-01-10,0.29,5,360,1,License not needed per OSTR
23773339,Standard Room - California King,160591574,Monte,,Western Addition,37.78623580932617,-122.44647216796875,Private room,318,1,32,2024-08-04,0.41,5,361,1,License not needed per OSTR
23781534,Beautiful Private Pacific Heights Condo.,178425455,Jennifer,,Western Addition,37.78913,-122.43028,Entire home/apt,100,30,3,2018-12-03,0.04,2,64,0,
23788672,Quiet One Bedroom Near UCSF,1892430,Jan,,Inner Sunset,37.76278,-122.45246,Entire home/apt,127,30,2,2020-01-20,0.03,18,365,0,
23789066,Pleasant Studio near UCSF,1892430,Jan,,Inner Sunset,37.76321,-122.45255,Entire home/apt,90,30,5,2021-12-05,0.08,18,335,0,
23803703,"79d Parkside new, cozy Privbd w/hallway private ba",131200418,Lois,,Parkside,37.74334,-122.47579,Private room,51,30,10,2023-08-20,0.15,20,180,0,
23804039,"Gorgeous, Modern & HUGE 4 bed/3.5 bath home in SF",49496139,Karen,,Glen Park,37.7365,-122.43032,Entire home/apt,450,30,0,,,1,83,0,
23813739,PRIVATE 1BR  & PRIVATE bath for solo travelers,23741447,Linda,,Bayview,37.73182,-122.38605,Private room,55,1,160,2024-11-10,2.37,2,37,45,STR-0003198
23827071,Ideal location Union Square.,64646820,Michelle,,Downtown/Civic Center,37.78737,-122.41062,Private room,,1,22,2019-04-18,0.27,36,4,0,License not needed per OSTR
23838746,San Francisco Studio,43014594,Andrew,,Outer Mission,37.72894,-122.44477,Entire home/apt,,30,0,,,1,0,0,
23854289,Boutique Hotel-Hayes Valley-Civic Center,64646820,Michelle,,Downtown/Civic Center,37.77771,-122.42287,Private room,200,1,10,2021-12-09,0.13,36,44,0,License not needed per OSTR
23883643,Private Victorian Escape,19045867,Roya,,Bernal Heights,37.73509,-122.42729,Entire home/apt,150,2,223,2024-11-08,2.80,1,96,27,STR-0003321
23884346,Hayes Valley Boutique Hotel - sleeps 4 & 2 baths,64646820,Michelle,,Downtown/Civic Center,37.77938,-122.42269,Private room,,2,26,2020-02-29,0.32,36,0,0,License not needed per OSTR
23907104,Coastal Simplicity,68135323,Jeffrey,,Outer Sunset,37.75206,-122.5061,Entire home/apt,99,2,232,2024-11-20,2.86,1,124,36,2024-001215STR
23924310,Bright/Convenient Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78459,-122.41199,Entire home/apt,81,30,5,2022-08-14,0.07,80,177,0,
23942828,"Cozy Furnished Room near Bart Station, CCSF",99664272,Monita,,Outer Mission,37.71386,-122.44929,Private room,48,30,10,2024-07-16,0.13,4,362,3,
23946104,"Cozy Private Studio, close to golden gate park/USF",9106943,Maria,,Inner Richmond,37.7754,-122.45341,Entire home/apt,198,3,218,2024-11-17,3.05,1,146,31,STR-006356
23963479,Top Floor - Corner Downtown Studio w/ Views,4430421,Landmark,,Downtown/Civic Center,37.78529,-122.41202,Entire home/apt,76,30,6,2022-02-28,0.08,80,177,0,
23973022,Admire Commanding City Views from an Airy Abode with Parking,173309094,Joyce,,Ocean View,37.70828,-122.46164,Entire home/apt,146,2,425,2024-12-01,5.24,1,41,44,
24000340,Room with San Francisco Views,295976,Nathalie,,Bernal Heights,37.74268,-122.41577,Private room,67,1,96,2024-04-04,1.19,1,186,4,0469162-01-001
24013866,Beautiful Room in SF,173425402,Niels,,South of Market,37.78196,-122.39778,Private room,100,30,159,2024-09-24,1.95,1,39,25,STR-0002633
24034368,Charming Unit in the Upper Haight,1892430,Jan,,Haight Ashbury,37.76939,-122.44582,Entire home/apt,90,30,15,2024-07-02,0.19,18,318,1,
24036794,Bright modern home in quaint Cortlandia,1324417,Alana,,Bernal Heights,37.738391203564255,-122.41494945314074,Entire home/apt,415,1,0,,,1,2,0,2024-009856STR
24043927,Casa Mission Dolores,10876114,Ranny,,Castro/Upper Market,37.76295,-122.42879,Entire home/apt,,32,16,2024-08-26,0.24,1,35,4,
24065926,Beautiful Hotel Style Studio Heart of Union Square,70722023,Michael,,Chinatown,37.79069,-122.40797,Entire home/apt,,2,43,2024-05-09,0.55,75,0,3,License not needed per OSTR
24087763,Cozy Private Room/Private bath [C],159540074,Hewett,,Crocker Amazon,37.71149,-122.44451,Private room,75,30,9,2023-09-28,0.11,6,365,0,3720764145
24099520,"Luxury 3BR Home - Pano Views, Steam room & Deck",181489269,Daniela,,Castro/Upper Market,37.75949,-122.44625,Entire home/apt,1100,2,45,2024-11-17,0.57,1,365,1,STR-0003199
24129914,Private Apartment in Historic Victorian with Back Patio,33068864,Leslie,,Western Addition,37.78779,-122.42682,Entire home/apt,149,30,114,2024-11-04,1.43,1,279,4,1085763
24149977,Ocean Beach Retreat w/Private Entrance,2623502,Cindy,,Parkside,37.74314,-122.5057,Entire home/apt,121,2,301,2024-10-22,3.95,1,162,38,STR-0003643
24153144,Home in the Heart of Nob Hill,182006798,Condo,,Downtown/Civic Center,37.78911,-122.41201,Entire home/apt,160,30,2,2024-09-05,0.47,1,199,2,
24162068,Balmy Alley House,7426517,John,,Mission,37.75199,-122.41187,Entire home/apt,500,2,54,2024-10-17,0.74,3,131,10,STR-0003018
24162999,Balmy Alley private room and bath,7426517,John,,Mission,37.75054,-122.41189,Private room,,2,9,2022-09-08,0.11,3,0,0,STR-0003018
24163232,Room with private deck on Balmy Alley,7426517,John,,Mission,37.75264,-122.41135,Private room,,1,3,2020-02-29,0.04,3,0,0,STR-0003018
24181120,"Sunny Marina flat, half block to the water",2701386,Kristen,,Marina,37.80626,-122.43824,Entire home/apt,300,30,26,2024-06-30,0.33,1,134,1,No license required.
24230206,Inspiring Skyline Views From a Hip Loft in SoMa,182682615,Eduardo,,South of Market,37.77516,-122.40744,Entire home/apt,390,2,109,2024-11-22,1.36,1,167,24,STR-0005000
24231921,Mission Villa,192937557,Oceans,,Mission,37.76499,-122.42172,Entire home/apt,634,30,0,,,1,358,0,
24249961,San Francisco (Noe Valley) Private Studio,19182902,Justin,,Noe Valley,37.74759,-122.43199,Entire home/apt,,31,0,,,1,0,0,
24270270,Stunning Marina Condo with office,10637033,Anthony,,Marina,37.80234,-122.42852,Entire home/apt,325,30,0,,,1,217,0,
24309390,2 Spacious Private BR Close to Golden Gate Park,156562268,Glen,,Inner Richmond,37.77944,-122.45332,Private room,,1,178,2024-09-29,2.20,1,2,11,STR-0005200
24337398,Donatello Hotel - Avail for JPM,52178915,Jim,,Downtown/Civic Center,37.78824,-122.41135,Entire home/apt,,2,58,2024-11-15,0.73,51,0,6,License not needed per OSTR
24361125,"Bernal Heights w/Parking, 10min. DWNTWN SF",162183412,Marjorie,,Bernal Heights,37.73321,-122.42552,Entire home/apt,200,30,63,2023-05-29,0.80,1,180,0,City Registration Pending
24376665,"311D Private Room in Super Convenient Area, Room D",127638239,Ching Ho,,Inner Richmond,37.782,-122.46141,Private room,51,1,461,2024-12-02,5.70,5,150,57,2024-001676STR
24379811,Private Suite 1Bd 1Ba Kitchen Nice & Convenient,150525926,Karen,,Lakeshore,37.7326,-122.48565,Entire home/apt,145,10,34,2023-08-19,0.45,1,64,0,STR-0005937
24405495,Bedroom with en suite bathroom,657327,Melissa,,Visitacion Valley,37.72014,-122.40645,Private room,75,30,0,,,2,338,0,
24408036,Charming Nob Hill Studio,184257649,Steve,,Downtown/Civic Center,37.78857,-122.4145,Entire home/apt,,30,0,,,1,0,0,
24412150,Comfortable Hotel Style Suite in Union Square,70722023,Michael,,Nob Hill,37.79031,-122.40889,Entire home/apt,,2,35,2024-09-20,0.43,75,0,3,License not needed per OSTR
24412267,Pleasant Hotel Style Suite in Union Square,70722023,Michael,,Nob Hill,37.7902,-122.40958,Entire home/apt,95,2,10,2023-09-15,0.13,75,4,0,License not needed per OSTR
24429125,Spacious Union Square Hotel Style Suite,70722023,Michael,,Downtown/Civic Center,37.78677,-122.41085,Entire home/apt,,2,2,2022-09-23,0.03,75,0,0,License not needed per OSTR
24468179,Bayview Garden studio,29690156,Nicole,,Bayview,37.73750686645508,-122.39159393310547,Entire home/apt,60,30,22,2024-11-08,0.28,1,168,4,
24471037,Red Victorian - Bunk #1 in shared Poster Room,117141107,Zarinah,,Haight Ashbury,37.76942,-122.44991,Shared room,,1,43,2020-02-16,0.54,43,0,0,License not needed per OSTR
24474059,Red Victorian - Bunk #2 in shared Poster Room,117141107,Zarinah,,Haight Ashbury,37.76942,-122.44991,Shared room,,1,57,2020-02-18,0.72,43,0,0,License not needed per OSTR
24474631,Red Victorian - Bunk #3 in shared Poster Room,117141107,Zarinah,,Haight Ashbury,37.76942,-122.44991,Shared room,,1,58,2020-02-09,0.72,43,0,0,License not needed per OSTR
24474830,Red Victorian - Bunk #4 in shared Poster Room,117141107,Zarinah,,Haight Ashbury,37.76942,-122.44991,Shared room,,1,59,2020-02-13,0.75,43,0,0,License not needed per OSTR
24475148,A Modern Room in the Heart of San Francisco (#C),5959352,Tina,,Downtown/Civic Center,37.78186,-122.41467,Private room,,30,1,2018-09-25,0.01,1,0,0,
24491303,SoMa Retreat,23186636,Dongen Bradley,,South of Market,37.77839848781604,-122.40307632421353,Private room,120,30,0,,,1,347,0,
24495307,Top Floor Room w/ Private Bath & Deck in View Home,34799523,Mari,,Bernal Heights,37.74134,-122.40958,Private room,120,3,12,2024-12-01,0.15,4,249,4,STR-0000583
24497818,Amazing Top Floor Studio w/ Views of SF!,4430421,Landmark,,Downtown/Civic Center,37.78433,-122.41651,Entire home/apt,79,30,1,2018-08-13,0.01,80,177,0,
24499851,*Excellent Union Square Location*Great Hotel Suite,70722023,Michael,,Nob Hill,37.7918,-122.40936,Entire home/apt,95,2,32,2024-05-10,0.40,75,5,3,License not needed per OSTR
24513782,Comfy Private Room with bath  [2],159540074,Hewett,,Crocker Amazon,37.71128,-122.44283,Private room,85,30,8,2024-04-30,0.10,6,330,1,1082558
24538278,Nob Hill Luxury 2BR/2BA,185272495,Marcus,,Nob Hill,37.79196,-122.41154,Entire home/apt,,60,6,2019-11-25,0.08,1,0,0,City registration pending
24541927,ONE BEDROOM WITH SPECTACULAR VIEWS IN PAC HEIGHTS,13832870,International,,Pacific Heights,37.79538,-122.42934,Entire home/apt,154,30,1,2021-05-20,0.02,22,278,0,
24599232,Skyview S.F. Beautiful house with amazing view.,64996654,Van,,Twin Peaks,37.75192,-122.45106,Entire home/apt,390,2,137,2024-11-08,1.71,1,348,17,STR-0003512
24626225,"Gorgeous Room, 2BR/1BA Great Location ALAMO Square",6075152,Riccardo,,Western Addition,37.78042,-122.43896,Private room,,31,0,,,1,0,0,
24651682,Modern and comfortable remodeled in-law in Sunset.,29700311,Chopin,,Outer Sunset,37.75968,-122.49696,Entire home/apt,,30,9,2023-06-11,0.11,1,180,0,1087384
24651782,Boutique Pacific Hts Condo w/parking & elevator,9292394,Judy,,Pacific Heights,37.79355,-122.43529,Entire home/apt,135,30,23,2024-11-01,0.29,1,243,4,
24653881,Luxury Designer flat w/ garden & amazing location,1229263,Priv,,Western Addition,37.77179,-122.43318,Entire home/apt,525,30,0,,,1,364,0,
24670819,Beautiful studio in the heart of Haight-Ashbury,186454974,Young,,Haight Ashbury,37.76824,-122.44805,Entire home/apt,190,1,583,2024-11-24,7.27,1,126,78,STR-0004568
24698383,Bright/Remodeled Studio in Heart of Downtown!,4430421,Landmark,,Downtown/Civic Center,37.78613,-122.41427,Entire home/apt,77,30,3,2019-09-03,0.04,80,177,0,
24722081,Cosmopolitan Gem in a Pacific Heights Victorian,39863074,Linda,,Western Addition,37.78686,-122.43863,Entire home/apt,145,30,23,2024-11-02,0.30,1,333,5,
24782542,"Peaceful Victorian Inlaw, Short Ride to Downtown SF",5503776,Anna And Alex,,Castro/Upper Market,37.75714,-122.43352,Entire home/apt,324,1,459,2024-11-14,5.78,2,146,46,2024-003314STR
24793296,Renovated  home in  prestigious Noe Valley!,2419887,Stephanie,,Bernal Heights,37.7469,-122.42394,Entire home/apt,406,2,75,2024-10-30,1.03,1,323,5,2024-005838STR
